id,description,description_length,word_count,clean_description,cluster,title
267,"Storm light jkt - An emerging classic, inspired by the original Storm Jacket and holding true to timeless traits: It's waterproof, breathable and comfortable. Built for warm-weather use and engineered to be recycled at the end of its days, the Storm Light keeps you dry and in motion - from lowland treks to high-mountain passes. Full waterproof/breathable protection combines with a hanging mesh and taffeta liner for a soft, pliable, comfortable feel. Storm flaps cover the pit zips, the three external zippered pockets and the center-front 2-way zipper. Other details include a soft chamois chin guard, a 2-way-adjustable hood that rolls down into the microfleece-lined collar, an internal drop-in pocket and a drawcord hem. Cuffs secure with self-fabric tabs. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>2-layer polyester fabric with a waterproof/breathable H2No barrier and a hanging mesh-and-taffeta liner for greater comfort</li> <li>2-way-adjustable and stowable hood</li> <li>Soft chamois chin guard</li> <li>""Storm flaps on center-front zipper, pit zips, and external pocket zippers""</li> <li>""Pockets: two handwarmers with storm flaps; one forearm pocket, one internal drop-in""</li> <li>Cuffs secure with self-fabric tab</li> <li>Drawcord hem</li></ul><br><br><b>Fabric: </b>""Shell: 2-layer, 75-denier 3.8-oz 100% polyester laminate with a waterproof/breathable H2No barrier and Deluge DWR (durable water repellent) finish. Shell lining: 2.9-oz 100% all-recycled polyester mesh. Hood lining: 2.3-oz 50-denier 100%  all-recycled polyester taffeta. Collar lining and chin flap: 5.5-oz 100% polyester brushed jersey. Recyclable through the Common Threads Recycling Program""<br><br><b>Weight: </b>(652 g 22.6 oz)<br><br>Made in China.",1785,237,storm light jkt emerge classic inspire original storm jacket hold true timeless trait waterproof breathable comfortable build warm weather use engineer recycle end day storm light keep dry motion lowland trek high mountain pass waterproof breathable protection combine hang mesh taffeta liner soft pliable comfortable feel storm flap cover pit zips external zippered pocket center way zipper detail include soft chamois chin guard way adjustable hood roll microfleece line collar internal drop pocket drawcord hem cuff secure self fabric tab recyclable common thread recycle program detail layer polyester fabric waterproof breathable barrier hang mesh taffeta liner great comfort way adjustable stowable hood soft chamois chin guard storm flap center zipper pit zips external pocket zipper pocket handwarmer storm flap forearm pocket internal drop cuff secure self fabric tab drawcord hem fabric shell layer deni polyester laminate waterproof breathable barrier deluge dwr durable water repellent finish shell lining recycle polyester mesh hood lining deni recycle polyester taffeta collar lining chin flap polyester brushed jersey recyclable common thread recycle program weight china,2,Storm light jkt
268,"Stretch ascent jkt - Simple, stretchy, lightweight and waterproof. Made for alpine climbs where the realities include sideways-blowing sleet, our Stretch Ascent Jacket provides full stormproof protection and extraordinary breathability. The stretch-woven polyester (100% recycled) and waterproof/breathable barrier combine in a pliable 2.5-layer fabric package that enables your most limber moves. The roll-down, helmet-compatible hood adjusts in three ways with an easy-to-use single-pull system. A water-resistant, coated center-front zipper remains easy to open and close, the water-resistant external pocket zippers have zipper garages, and the third pocket is an internal drop-in. Cuffs secure with self-fabric tabs, and the hem's drawcord routes through the pockets. The hood's structured visor improves visibility in poor conditions. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Waterproof/breathable H2No, 2.5-layer stretch-woven shell""</li> <li>""Helmet-compatible, roll-down, single-pull 3-way-adjustable hood with laminated visor""</li> <li>Front zipper offers extreme water resistance and easy zipping</li> <li>""Pockets: two PU-coated zippered handwarmers with zipper garages, one internal drop-in""</li> <li>Cuffs secure with self-fabric hook-and-loop cuff closures</li> <li>Hem drawcord routed through pockets</li></ul><br><br><b>Fabric: </b>""2.5-layer, 50-denier 4.1-oz 100% all-recycled stretch-woven polyester with a waterproof/breathable H2No barrier and Deluge DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program""<br><br><b>Weight: </b>439 g (15.5 oz)<br><br>Made in Vietnam.",1677,197,stretch ascent jkt simple stretchy lightweight waterproof alpine climb reality include sideways blow sleet stretch ascent jacket provide stormproof protection extraordinary breathability stretch weave polyester recycle waterproof breathable barrier combine pliable layer fabric package enable limber move roll helmet compatible hood adjust way easy use single pull system water resistant coated center zipper remain easy open close water resistant external pocket zipper zipper garage pocket internal drop cuff secure self fabric tab hem drawcord route pocket hood structured visor improve visibility poor condition recyclable common thread recycle program detail waterproof breathable layer stretch weave shell helmet compatible roll single pull way adjustable hood laminated visor zipper offer extreme water resistance easy zipping pocket coat zippered handwarmer zipper garage internal drop cuff secure self fabric hook loop cuff closure hem drawcord route pocket fabric layer deni recycle stretch weave polyester waterproof breathable barrier deluge dwr durable water repellent finish recyclable common thread recycle program weight vietnam,2,Stretch ascent jkt
269,"Merino 2 t-shirt - Our most versatile merino baselayer blends into your daily life like cream into coffee. This lightweight, highly livable tee is made from 73% merino wool spun around an all-recycled (27%) polyester core for a luxurious hand, an improved dry time and enduring strength. Inherently soft and comfortable, merino naturally resists odor, moves moisture away from the skin, regulates body temperature, and stretches. Raglan sleeves merge fluidly with the collar to avoid pack straps; side seams roll backward to eliminate chafing. With self-fabric collar binding for comfort. We slow-wash our merino for next-to-skin softness. Machine-wash cold; lay flat to dry. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Slow-washed merino wool resists odor naturally, insulates even when wet, is durable and stretches, provides superior performance and softness""</li> <li>18.5 micron-gauge yarn and jersey-knit construction for luxurious hand</li> <li>""All-recycled polyester core wicks moisture, while wool next to skin controls odor""</li> <li>Self fabric collar binding for comfort</li> <li>Raglan sleeves merge fluidly with collar out of the way of pack straps</li> <li>Side seams roll to the back to eliminate irritation</li> <li>""Machine-wash cold, lay flat to dry""</li></ul><br><br><b>Fabric: </b>4.85-oz (165-g) 73% chlorine-free merino wool/27% all-recycled polyester. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(103 g 3.6 oz)<br><br>Made in USA.",1534,205,merino shirt versatile merino baselayer blend daily life like cream coffee lightweight highly livable tee merino wool spin recycle polyester core luxurious hand improved dry time endure strength inherently soft comfortable merino naturally resist odor move moisture away skin regulate body temperature stretch raglan sleeve merge fluidly collar avoid pack strap seam roll backward eliminate chafing self fabric collar bind comfort slow wash merino skin softness machine wash cold lie flat dry recyclable common thread recycle program detail slow wash merino wool resist odor naturally insulate wet durable stretch provide superior performance softness micron gauge yarn jersey knit construction luxurious hand recycle polyester core wick moisture wool skin control odor self fabric collar bind comfort raglan sleeve merge fluidly collar way pack strap seam roll eliminate irritation machine wash cold lie flat dry fabric chlorine free merino recycle polyester recyclable common thread recycle program weight usa,12,Merino 2 t
270,"Merino 3 pants - These luxuriously soft pants have a silhouette like falling water and move gracefully from yoga to sharing a plate of penne puttanesca. They feature a smooth, double-layer self-fabric waistband that drops at the center-front to reduce bulk, a rear yoke for a flattering fit, and straight legs with forward-rolling side seams. Our go-to full-coverage wool layer, Merino 3 is made with 6.9-oz 100% merino wool that has an extra-fine-gauge yarn for softness and a jersey-knit construction for durability. Merino naturally resists odor, moves moisture away from the skin, regulates body temperature, and stretches to accommodate your every move. We slow-wash ours for next-to-skin softness. Machine-wash cold; lay flat to dry. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Slow-washed merino wool resists odor naturally, insulates even when wet, is exceptionally durable and stretches - providing superior performance  and softness""</li> <li>Fine 18.5 micron gauge yarn and jersey-knit construction for luxurious hand</li> <li>""Double-layer wide self fabric waistband, with internal elastic drops at center front, reduces waist bulk and provides good back coverage""</li> <li>Back yoke for flattering fit</li> <li>Straight leg silhouette</li> <li>Side seams roll to the front</li> <li>""Machine-wash cold, lay flat to dry""</li></ul><br><br><b>Fabric: </b>6.9-oz (230-g) 100% chlorine-free merino wool. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(279 g 9.7 oz)<br><br>Made in USA.",1568,212,merino pant luxuriously soft pant silhouette like fall water gracefully yoga share plate penne puttanesca feature smooth double layer self fabric waistband drop center reduce bulk rear yoke flattering fit straight leg forward roll seam coverage wool layer merino merino wool extra fine gauge yarn softness jersey knit construction durability merino naturally resist odor move moisture away skin regulate body temperature stretch accommodate slow wash skin softness machine wash cold lie flat dry recyclable common thread recycle program detail slow wash merino wool resist odor naturally insulate wet exceptionally durable stretch provide superior performance softness fine micron gauge yarn jersey knit construction luxurious hand double layer wide self fabric waistband internal elastic drop center reduce waist bulk provide good coverage yoke flatter fit straight leg silhouette seam roll machine wash cold lie flat dry fabric chlorine free merino wool recyclable common thread recycle program weight usa,12,Merino 3 pants
271,"Morning glory dress - When onshore winds blow out your morning session, pull this irrepressible dress out of your pack and head to town. Made from a skin-soothing jersey knit (86% nylon/14% spandex), the Morning Glory keeps its shape. With an empire waist and back ties for infinite adjustability. Falls below the knee.<br><br><b>Details:</b><ul> <li>""Stretchy, soft, synthetic jersey knit; wicks moisture and dries fast; brushed interior""</li> <li>Halter-style with smooth neckband for comfort and mobility; empire waist; ties in back</li> <li>Below-knee length</li></ul><br><br><b>Fabric: </b>7-oz 86% nylon/14% spandex smooth-faced jersey knit with moisture-wicking performance<br><br><b>Weight: </b>314 g (11.1 oz)<br><br>Made in Colombia.",743,96,morning glory dress onshore wind blow morning session pull irrepressible dress pack head town skin soothe jersey knit spandex morning glory keep shape empire waist tie infinite adjustability fall knee detail stretchy soft synthetic jersey knit wick moisture dry fast brush interior halter style smooth neckband comfort mobility empire waist tie knee length fabric spandex smooth faced jersey knit moisture wicke performance weight colombia,-1,Morning glory dress
272,"Morning glory skirt - You can stand still and win a dance contest in this spirited 3-panel skirt. The soft, stretchy blend (92% nylon/8% spandex) moves on a whim and has a natural, playful drape. Pair it with a tank for a twirl around town or slip it on over yoga tights after class. The self-fabric waistband folds up or down. A flared hem and mid-calf length (28"" from waist to hem, size M) add a feminine silhouette.<br><br><b>Details:</b><ul> <li>""Ultrastretchy, soft, synthetic jersey knit; wicks moisture and dries fast; brushed interior""</li> <li>Self-fabric fold-over waistband rolls up or down; simple pull-on design</li> <li>""Length waist to hem (size M) is 28""""""</li></ul><br><br><b>Fabric: </b>6-oz 92% nylon/8% spandex smooth-faced jersey knit with moisture-wicking performance. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>320 g (11.3 oz)<br><br>Made in Mexico.",908,131,morning glory skirt stand win dance contest spirited panel skirt soft stretchy blend spandex move whim natural playful drape pair tank twirl town slip yoga tight class self fabric waistband fold flare hem mid calf length waist hem size add feminine silhouette detail ultrastretchy soft synthetic jersey knit wick moisture dry fast brush interior self fabric fold waistband roll simple pull design length waist hem size fabric spandex smooth faced jersey knit moisture wicke performance recyclable common thread recycle program weight mexico,-1,Morning glory skirt
273,"Morning glory tights - This everyday essential features a clean-cut design in a stretch knit with excellent shape retention. The soft, substantial nylon blend (86% nylon/14% spandex) flows lightly over skin and dries quickly after a humid hike or passing squall. We've added topstitch detailing and a more contoured fit this season. The wide, low-rise waist provides chafe-free comfort. Inseam (size M) is 32"".<br><br><b>Details:</b><ul> <li>""Substantial, ultra-stretchy and soft synthetic knit with excellent shape retention; wicks moisture and dries fast""</li> <li>""Flattering, wide, flat waistband""</li> <li>""Curved back-yoke detailing and asymmetric side seams, contoured fit through thigh, slight flare at hem""</li> <li>Flat-seam construction is soft against skin</li> <li>Low rise</li> <li>""Inseam (size M) is 32""""""</li></ul><br><br><b>Fabric: </b>7-oz 86% nylon/14% spandex smooth-faced jersey knit with moisture-wicking performance<br><br><b>Weight: </b>(271 g 9.4 oz)<br><br>Made in Colombia.",1001,127,morning glory tight everyday essential feature clean cut design stretch knit excellent shape retention soft substantial nylon blend spandex flow lightly skin dry quickly humid hike pass squall add topstitch detail contoured fit season wide low rise waist provide chafe free comfort inseam size detail substantial ultra stretchy soft synthetic knit excellent shape retention wick moisture dry fast flattering wide flat waistband curve yoke detailing asymmetric seam contour fit thigh slight flare hem flat seam construction soft skin low rise inseam size fabric spandex smooth faced jersey knit moisture wicke performance weight colombia,-1,Morning glory tights
274,"Torrentshell jkt - Tropical rain forests share at least one thing with the Patagonia Ice Cap: wet weather. For trekking and hiking in drenching conditions, our new Torrentshell provides 2.5-layer waterproof/breathable protection that's durable, lightweight and without frills. The jacket stuffs into one of two zippered handwarmer pockets (and has a clip-in loop); the hood fits snugly over a helmet, rolls down, stows away, and has a laminated visor; and the center zipper has exterior and interior storm flaps. With pit zips for added ventilation, a microfleece-lined neck and chin and a drawcord hem.<br><br><b>Details:</b><ul> <li>2.5-layer fabric with waterproof/breathable H2No barrier and Deluge DWR (durable water repellent) finish; laminated visor</li> <li>2-way-adjustable hood rolls down and stows; microfleece-lined neck and chin for comfort and enhanced protection of barrier</li> <li>Center zipper has exterior and interior storm flaps to keep water out; pit zips with storm flaps and DWR-treated zippers for wet-weather protection</li> <li>Self-fabric hook-and-loop cuff closures</li> <li>Handwarmer pockets</li> <li>Drawcord hem</li> <li>Packs into zippered self-storage pocket</li></ul><br><br><b>Fabric: </b>""2.5-layer, 2.6-oz 50-denier nylon ripstop with a waterproof/breathable H2No barrier and a Deluge DWR finish""<br><br><b>Weight: </b>(314 g 10.9 oz)<br><br>Made in China.",1395,183,torrentshell jkt tropical rain forest share thing patagonia ice cap wet weather trekking hiking drench condition new torrentshell provide layer waterproof breathable protection durable lightweight frill jacket stuff zipper handwarmer pocket clip loop hood fit snugly helmet roll stow away laminate visor center zipper exterior interior storm flap pit zips add ventilation microfleece line neck chin drawcord hem detail layer fabric waterproof breathable barrier deluge dwr durable water repellent finish laminate visor way adjustable hood roll stow microfleece line neck chin comfort enhance protection barrier center zipper exterior interior storm flap water pit zips storm flap dwr treat zipper wet weather protection self fabric hook loop cuff closure handwarmer pocket drawcord hem pack zippered self storage pocket fabric layer deni nylon ripstop waterproof breathable barrier deluge dwr finish weight china,2,Torrentshell jkt
275,"Torrentshell pants - They're lightweight, waterproof and breathable: Our new Torrentshell Pants keep you singing in the rain when the thunderstorms boom. The simple pull-on style has an elastic drawcorded waistband, articulated knees and three zippered pockets (two handwarmer, one back hip). The zippered lower legs have adjustable hook-and-loop cuffs, and the pants stuff into the back pocket (with carabiner clip-in loop).<br><br><b>Details:</b><ul> <li>2.5-layer fabric with waterproof/breathable H2No barrier and Deluge DWR (durable water repellent) finish</li> <li>Elasticized self-fabric waistband with internal drawcord - pulls on for easy use</li> <li>""Pockets: secure zippered handwarmers, secure zippered back pocket - all with DWR-treated zippers and storm flaps""</li> <li>Articulated knees</li> <li>""Adjustable, self-fabric hook-and-loop closure at ankle with flapped, DWR-treated zipper to the knee""</li> <li>Pants stow in back pocket</li></ul><br><br><b>Fabric: </b>""2.5-layer, 2.6-oz 50-denier 100% nylon ripstop with a waterproof/breathable H2No barrier and a Deluge DWR finish""<br><br><b>Weight: </b>(233 g 8.1 oz)<br><br>Made in China.",1154,145,torrentshell pant lightweight waterproof breathable new torrentshell pant singe rain thunderstorm boom simple pull style elastic drawcorded waistband articulate knee zippered pocket handwarmer hip zippered low leg adjustable hook loop cuff pant stuff pocket carabiner clip loop detail layer fabric waterproof breathable barrier deluge dwr durable water repellent finish elasticize self fabric waistband internal drawcord pull easy use pocket secure zippered handwarmer secure zippered pocket dwr treat zipper storm flap articulate knee adjustable self fabric hook loop closure ankle flap dwr treat zipper knee pant stow pocket fabric layer deni nylon ripstop waterproof breathable barrier deluge dwr finish weight china,2,Torrentshell pants
276,"Trampoli t-shirt - Take your commute to higher ground with the Trampoli T-Shirt. Artist Nikki McClure's take on creative transportation is printed on organic cotton (100%) using PVC- and phthalate-free inks. The slightly-shaped tee has an athletic, classic boy fit and features a traditional crew neck. Taped shoulder seams and ringspun fabric yarns lend a soft finish. The lightweight tee is recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(112 g 3.9 oz)<br><br>Made in USA.",771,100,trampoli shirt commute high ground trampoli shirt artist nikki mcclure creative transportation print organic cotton phthalate free ink slightly shape tee athletic classic boy fit feature traditional crew neck tape shoulder seam ringspun fabric yarn lend soft finish lightweight tee recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print ink phthalate free fabric organic cotton recyclable common thread recycle program weight usa,7,Trampoli t
277,"Cap 4 zip neck - Keep your furnace stoked when temperatures nose-dive in our warmest synthetic baselayer. Capilene 4 features a smooth jersey face that slips easily beneath layers and an interior grid that traps precious warmth, wicks perspiration, and breathes. Stretchy and compressible, with a snug-fitting collar and a deep zipper with zipper garage and draft flap to help block cold. Raglan sleeves won't chafe beneath pack straps. Made from 5.3-oz Polartec Power Dry 93% polyester (50% recycled)/7% spandex, with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Our warmest baselayer fabric, Capilene 4 offers great stretch, breathability and compressibility""</li> <li>""Interior grid wicks moisture, trims bulk and provides warmth""</li> <li>Smooth jersey face slides easily beneath layers</li> <li>Zip-neck for easy climate control is backed by draft flap and zipper garage</li> <li>Raglan sleeve seams won't chafe beneath straps</li> <li>Drop-tail hem</li></ul><br><br><b>Fabric: </b>""5.3-oz Polartec Power Dry 93% polyester (50% recycled)/7% spandex, with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program""<br><br><b>Weight: </b>(175 g 6.1 oz)<br><br>Made in Costa Rica.",1320,176,cap zip neck furnace stoke temperature nose dive warm synthetic baselayer capilene feature smooth jersey face slip easily beneath layer interior grid trap precious warmth wick perspiration breathe stretchy compressible snug fit collar deep zipper zipper garage draft flap help block cold raglan sleeve chafe beneath pack strap polartec power dry polyester spandex gladiodor natural odor control garment recyclable common thread recycle program detail warm baselayer fabric capilene offer great stretch breathability compressibility interior grid wick moisture trim bulk provide warmth smooth jersey face slide easily beneath layer zip neck easy climate control back draft flap zipper garage raglan sleeve seam chafe beneath strap drop tail hem fabric polartec power dry polyester spandex gladiodor natural odor control garment recyclable common thread recycle program weight costa rica,6,Cap 4 zip neck
278,"Corinne dress - After a day of Rivermouth's glassy offshore, slide on the Corinne Dress for shrimp tacos at the harbor. Featuring a deep V-neck with wide straps, the dress has an effortless drape, and is made from stretchy, quick-dry fabric (86% nylon/14% spandex) for an active disposition. A supportive double bodice with flattering shirred detail uplifts; front panel inset helps with contouring. Hem falls above the knee.<br><br><b>Details:</b><ul> <li>""Stretchy, soft, synthetic jersey knit""</li> <li>Wide straps and flattering V-front detail</li> <li>Supportive double bodice with shirring for shaping</li> <li>Front panel inset for contouring</li> <li>Hem falls above the knee</li></ul><br><br><b>Fabric: </b>7-oz 86% nylon/14% spandex smooth-faced jersey knit with moisture-wicking performance<br><br><b>Weight: </b>(311 g 10.8 oz)<br><br>Made in Colombia.",864,112,corinne dress day rivermouth glassy offshore slide corinne dress shrimp taco harbor feature deep neck wide strap dress effortless drape stretchy quick dry fabric spandex active disposition supportive double bodice flattering shirr detail uplift panel inset help contouring hem fall knee detail stretchy soft synthetic jersey knit wide strap flattering detail supportive double bodice shirr shape panel inset contour hem fall knee fabric spandex smooth faced jersey knit moisture wicke performance weight colombia,-1,Corinne dress
279,"Cotton fleece hoody - When Central Coast nights turn on the chill factor, layer up with the soft and stretchy Cotton Fleece Hoody. Made of 95% organic cotton fleece with a touch of stretch (5% spandex), the lightweight jacket is cut long and pairs nicely with jeans or a dress. The full front zipper, contoured hood and handwarmer pockets preserve warmth. A wide, 4"" rib at the hem and cuffs helps maintain the streamlined  fit. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Made from cozy soft cotton fleece with stretch</li> <li>Contoured hood for warmth</li> <li>Full front zipper and handwarmer pockets</li> <li>""Wide 4"""" rib at hem and cuffs""</li></ul><br><br><b>Fabric: </b>7.6-oz 95% organic cotton fleece/5% spandex. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(395 g 13.7 oz)<br><br>Made in Turkey.",883,126,cotton fleece hoody central coast night turn chill factor layer soft stretchy cotton fleece hoody organic cotton fleece touch stretch spandex lightweight jacket cut long pair nicely jean dress zipper contour hood handwarmer pocket preserve warmth wide rib hem cuff help maintain streamlined fit recyclable common thread recycle program detail cozy soft cotton fleece stretch contour hood warmth zipper handwarmer pocket wide rib hem cuff fabric organic cotton spandex recyclable common thread recycle program weight turkey,-1,Cotton fleece hoody
280,"Nano puff p/o - The most versatile piece of insulation we make, our Nano Puff is weather-resistant enough to wear as an insulated shell in a wet snowstorm, trim enough to pull on for chilly rock pitches (and still see your footholds), and warm enough for light belay parka duty on quick alpine dashes. The wind-blocking, moisture-shedding DWR (durable water repellent) finished, 100% recycled polyester shell also glides effortlessly, whether worn as an outer or midlayer. Low-bulk, hydrophobic, highly compressible PrimaLoft One (60-g) traps heat with remarkable efficiency, even when wet. Stuffs into its own chest pocket (with carabiner clip-in loop). Elasticized cuffs and hem seal out wind and trap warmth. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Versatile 60-gram PrimaLoft One polyester insulation provides excellent warmth and compressibility</li> <li>Ultralight face fabric sheds water with a DWR (durable water repellent) treatment and blocks wind</li> <li>Deep center-front zipper allows for easy ventilation</li> <li>Stuffs into a self-storage left chest pocket</li> <li>Elasticized cuff and hem seal out wind and trap warmth</li></ul><br><br><b>Fabric: </b>Shell and lining: 1-oz 15-denier 100% all-recycled polyester with a DWR (durable water repellent) finish. Insulation: 60-g PrimaLoft One. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>232 g (8.2 oz)<br><br>Made in Vietnam.",1472,200,nano puff versatile piece insulation nano puff weather resistant wear insulated shell wet snowstorm trim pull chilly rock pitch foothold warm light belay parka duty quick alpine dash wind block moisture shed dwr durable water repellent finish recycle polyester shell glide effortlessly wear outer midlayer low bulk hydrophobic highly compressible primaloft trap heat remarkable efficiency wet stuff chest pocket carabiner clip loop elasticize cuff hem seal wind trap warmth recyclable common thread recycle program detail versatile gram primaloft polyester insulation provide excellent warmth compressibility ultralight face fabric shed water dwr durable water repellent treatment block wind deep center zipper allow easy ventilation stuff self storage leave chest pocket elasticize cuff hem seal wind trap warmth fabric shell lining deni recycle polyester dwr durable water repellent finish insulation primaloft recyclable common thread recycle program weight vietnam,-1,Nano puff p/o
281,"Nine trails jkt - The Nine Trails Jacket is for women whose idea of entertainment has everything to do with lung-busting mountain passes, and nothing to do with reality TV shows. Made from lightweight, wind-resistant 15-denier 100% nylon, it's treated with a Deluge DWR (durable water repellent) finish to shed light rain. Its exceptionally breathable stretch-woven back and underarm panels (91% all-recycled polyester/9% spandex) vent excess heat. The high-rise tricot-lined neck, revised wrists (now with improved elastic-style cuffs that are easily pushed up) and drawcord at the hem seal out chilly weather. The jacket stashes into its own internal chest pocket. Reflective heat-transfer logos (front and back) keep you visible.<br><br><b>Details:</b><ul> <li>""Light, slightly transparent, tough, triple-ripstop nylon soft shell on torso, arms and shoulders, and breathable recycled polyester stretch-woven fabric on back and underarms; jacket has Deluge DWR (durable water repellent) finish for weather protection""</li> <li>Jacket stuffs into internal chest pocket</li> <li>Improved fit on lower sleeve and soft-shell fabric removed - sleeves are easily pushed up over forearms</li> <li>Drawcord at hem keeps wind out</li> <li>Reflective heat-transfer logos (front and back)</li> <li>Can be worn over baselayers and light midlayers</li></ul><br><br><b>Fabric: </b>Body: 1.1-oz 15-denier 100% nylon with 50-denier triple-ripstop. Back and underarm panels: 3.5-oz 75-denier stretch woven 91% all-recycled polyester/9% spandex. Jacket has Deluge DWR finish<br><br><b>Weight: </b>(112 g 3.9 oz)<br><br>Made in Vietnam.",1619,218,trail jkt trail jacket woman idea entertainment lung bust mountain pass reality show lightweight wind resistant deni nylon treat deluge dwr durable water repellent finish shed light rain exceptionally breathable stretch weave underarm panel recycle spandex vent excess heat high rise tricot line neck revise wrist improve elastic style cuff easily push drawcord hem seal chilly weather jacket stash internal chest pocket reflective heat transfer logo visible detail light slightly transparent tough triple ripstop nylon soft shell torso arm shoulder breathable recycle polyester stretch weave fabric underarm jacket deluge dwr durable water repellent finish weather protection jacket stuff internal chest pocket improve fit low sleeve soft shell fabric remove sleeve easily push forearm drawcord hem keep wind reflective heat transfer logo wear baselayer light midlayer fabric body deni nylon deni triple ripstop underarm panel denier stretch weave recycle spandex jacket deluge dwr finish weight vietnam,1,Nine trails jkt
282,"Down sweater vest - Impossible to confuse with the sweater vests found at golf courses and bingo parlors, ours comes packed with ultra-toasty 800-fill down that traps heat in alpine conditions. It has a minimalist design that practically floats, and is so compact it stuffs into its own mesh-lined internal pocket (with carabiner clip-in loop). The innovative, superlight polyester shell (100% recycled) provides wind and water protection as well as a high tear-strength; quilted baffles stabilize the down. With zippered handwarmer pockets and a drawcord hem.<br><br><b>Details:</b><ul> <li>""Superlight, windproof and water-resistant shell has high tear-strength""</li> <li>Quilted construction stabilizes premium 800-fill-power goose down insulation</li> <li>""Pockets: zippered handwarmers and one internal, zippered stretch-mesh that doubles as a stuff sack; with carabiner clip-in loop""</li> <li>Elastic binding at armholes</li> <li>Drawcord hem</li></ul><br><br><b>Fabric: </b>Shell and lining: 1.4-oz 22-denier 100% all-recycled polyester with Deluge DWR (durable water repellent) finish. Insulation: 800-fill-power premium European goose down<br><br><b>Weight: </b>206 g (7.3 oz)<br><br>Made in China.",1207,153,sweater vest impossible confuse sweater vest find golf course bingo parlor comes pack ultra toasty fill trap heat alpine condition minimalist design practically float compact stuff mesh line internal pocket carabiner clip loop innovative superlight polyester shell recycle provide wind water protection high tear strength quilt baffle stabilize zippered handwarmer pocket drawcord hem detail superlight windproof water resistant shell high tear strength quilt construction stabilize premium fill power goose insulation pocket zipper handwarmer internal zippered stretch mesh double stuff sack carabiner clip loop elastic binding armhole drawcord hem fabric shell lining deni recycle polyester deluge dwr durable water repellent finish insulation fill power premium european goose weight china,-1,Down sweater vest
283,"Drift shirt - All epic tales of the West begin with a drifter - many were women in search of big skies and a freer life. The Drift Shirt's feminine, high-plains styling includes a delicate collar and a front placket and patch pockets with snaps. The shirt's all-recycled polyester/organic cotton (65%/35%) open-weave fabric is durable and stays cool under pressure. Contouring front and back princess seams; slits at cuffs and hem for venting. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Feminine, open-weave fabric construction""</li> <li>Durable organic cotton/all-recycled polyester blend</li> <li>""Delicate collar, front placket with snaps""</li> <li>Princess seaming front and back for contoured fit</li> <li>Front patch pockets with snap closures</li> <li>Slits at cuffs and hem for venting</li></ul><br><br><b>Fabric: </b>2.8-oz 65% all-recycled polyester/35% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>150 g (5.3 oz)<br><br>Made in Thailand.",1043,135,drift shirt epic tale west begin drifter woman search big sky free life drift shirt feminine high plain styling include delicate collar placket patch pocket snap shirt recycle polyester organic cotton open weave fabric durable stay cool pressure contour princess seam slit cuff hem venting recyclable common thread recycle program detail feminine open weave fabric construction durable organic cotton recycle polyester blend delicate collar placket snap princess seam contoured fit patch pocket snap closure slit cuff hem venting fabric recycle organic cotton recyclable common thread recycle program weight thailand,-1,Drift shirt
